      1.42       0.00       0.00       0.36       0.00       0.03       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.03
     10.63       8.70       0.00       0.46       0.00       0.04       0.02       0.00       7.77       0.07       0.11       0.68       0.00       0.00       0.00       0.00       0.34       0.04
     16.74      14.50       0.00       0.57       0.00       0.06       0.05       0.00      13.11       0.14       0.17       0.97       0.00       0.00       0.00       0.00       0.48       0.06
     23.11      20.27       0.00       0.68       0.00       0.07       0.07       0.00      18.42       0.22       0.23       1.26       0.00       0.00       0.00       0.00       0.91       0.07
     29.49      26.05       0.00       0.79       0.00       0.09       0.10       0.00      23.70       0.29       0.28       1.59       0.00       0.00       0.00       0.00       1.35       0.09
     35.54      31.79       0.00       0.91       0.00       0.10       0.12       0.00      28.96       0.37       0.34       1.90       0.00       0.00       0.00       0.00       1.49       0.10
     41.92      37.49       0.00       1.02       0.00       0.12       0.14       0.00      34.18       0.44       0.40       2.20       0.00       0.00       0.00       0.00       2.01       0.12
     48.24      43.15       0.00       1.14       0.00       0.13       0.17       0.00      39.38       0.51       0.46       2.49       0.00       0.00       0.00       0.00       2.49       0.13
     54.48      48.79       0.00       1.26       0.00       0.15       0.19       0.00      44.56       0.59       0.51       2.79       0.00       0.00       0.00       0.00       2.91       0.15
     60.60      54.38       0.00       1.37       0.00       0.16       0.22       0.00      49.70       0.66       0.57       3.06       0.00       0.00       0.00       0.00       3.27       0.16
     66.69      59.95       0.00       1.49       0.00       0.17       0.24       0.00      54.82       0.74       0.63       3.34       0.00       0.00       0.00       0.00       3.62       0.18
     72.54      65.49       0.00       1.60       0.00       0.19       0.27       0.00      59.91       0.81       0.69       3.62       0.00       0.00       0.00       0.00       3.76       0.19
     78.37      71.00       0.00       1.72       0.00       0.20       0.29       0.00      64.97       0.89       0.75       3.90       0.00       0.00       0.00       0.00       3.90       0.21
     84.49      76.54       0.00       1.84       0.00       0.22       0.32       0.00      70.01       0.96       0.80       4.23       0.00       0.00       0.00       0.00       4.31       0.23
     90.56      82.04       0.00       1.95       0.00       0.23       0.34       0.00      75.02       1.03       0.86       4.55       0.00       0.00       0.00       0.00       4.71       0.24
     96.66      87.51       0.00       2.06       0.00       0.25       0.36       0.00      80.01       1.11       0.92       4.86       0.00       0.00       0.00       0.00       5.17       0.26
    102.68      92.96       0.00       2.17       0.00       0.26       0.39       0.00      84.97       1.19       0.98       5.18       0.00       0.00       0.00       0.00       5.57       0.27
    108.65      98.40       0.00       2.29       0.00       0.28       0.41       0.00      89.90       1.26       1.03       5.52       0.00       0.00       0.00       0.00       5.93       0.29
    114.66     103.79       0.00       2.40       0.00       0.29       0.44       0.00      94.81       1.34       1.09       5.82       0.00       0.00       0.00       0.00       6.39       0.30
    120.64     109.22       0.00       2.52       0.00       0.31       0.46       0.00      99.69       1.42       1.15       6.20       0.00       0.00       0.00       0.00       6.76       0.32
    126.63     114.64       0.00       2.63       0.00       0.33       0.49       0.00     104.55       1.49       1.21       6.59       0.00       0.00       0.00       0.00       7.15       0.34
    132.35     120.04       0.00       2.76       0.00       0.34       0.51       0.00     109.38       1.57       1.27       6.98       0.00       0.00       0.00       0.00       7.29       0.36
    138.21     125.32       0.00       2.87       0.00       0.36       0.53       0.00     114.19       1.64       1.33       7.29       0.00       0.00       0.00       0.00       7.71       0.37
    144.07     130.58       0.00       2.98       0.00       0.37       0.56       0.00     118.98       1.72       1.39       7.59       0.00       0.00       0.00       0.00       8.13       0.39
    149.71     135.86       0.00       3.10       0.00       0.39       0.58       0.00     123.74       1.79       1.45       7.93       0.00       0.00       0.00       0.00       8.31       0.41
    155.53     141.13       0.00       3.21       0.00       0.40       0.60       0.00     128.48       1.87       1.50       8.28       0.00       0.00       0.00       0.00       8.71       0.42
    161.34     146.36       0.00       3.33       0.00       0.42       0.63       0.00     133.19       1.95       1.56       8.63       0.00       0.00       0.00       0.00       9.11       0.44
    167.09     151.57       0.00       3.45       0.00       0.43       0.65       0.00     137.88       2.02       1.62       8.98       0.00       0.00       0.00       0.00       9.47       0.46
    172.60     156.76       0.00       3.57       0.00       0.45       0.67       0.00     142.54       2.10       1.68       9.33       0.00       0.00       0.00       0.00       9.62       0.47
    178.32     161.93       0.00       3.69       0.00       0.47       0.70       0.00     147.19       2.17       1.74       9.69       0.00       0.00       0.00       0.00       9.99       0.48
    183.84     167.13       0.00       3.81       0.00       0.48       0.72       0.00     151.80       2.25       1.80      10.10       0.00       0.00       0.00       0.00      10.13       0.50
    189.34     172.31       0.00       3.93       0.00       0.50       0.74       0.00     156.40       2.32       1.86      10.50       0.00       0.00       0.00       0.00      10.28       0.51
    195.00     177.43       0.00       4.05       0.00       0.51       0.77       0.00     160.97       2.40       1.92      10.88       0.00       0.00       0.00       0.00      10.65       0.53
    200.70     182.55       0.00       4.17       0.00       0.53       0.79       0.00     165.52       2.47       1.98      11.27       0.00       0.00       0.00       0.00      11.06       0.54
    206.16     187.64       0.00       4.29       0.00       0.55       0.81       0.00     170.05       2.55       2.04      11.67       0.00       0.00       0.00       0.00      11.25       0.56
    211.80     192.68       0.00       4.40       0.00       0.56       0.84       0.00     174.56       2.62       2.09      12.03       0.00       0.00       0.00       0.00      11.67       0.57
    217.38     197.72       0.00       4.53       0.00       0.58       0.86       0.00     179.04       2.70       2.15      12.41       0.00       0.00       0.00       0.00      12.04       0.58
    222.96     202.75       0.00       4.65       0.00       0.59       0.88       0.00     183.50       2.77       2.21      12.81       0.00       0.00       0.00       0.00      12.42       0.60
    228.60     207.79       0.00       4.78       0.00       0.61       0.90       0.00     187.93       2.85       2.27      13.25       0.00       0.00       0.00       0.00      12.82       0.61
    234.18     212.80       0.00       4.90       0.00       0.63       0.93       0.00     192.35       2.93       2.33      13.66       0.00       0.00       0.00       0.00      13.22       0.63
    239.78     217.81       0.00       5.03       0.00       0.64       0.95       0.00     196.74       3.01       2.39      14.11       0.00       0.00       0.00       0.00      13.63       0.64
