      0.17       0.00       0.00       0.06       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.00       0.01
      1.85       1.50       0.00       0.10       0.00       0.01       0.01       0.00       1.41       0.03       0.01       0.04       0.00       0.00       0.00       0.00       0.11       0.02
      2.86       2.35       0.00       0.13       0.00       0.01       0.02       0.00       2.20       0.06       0.01       0.06       0.00       0.00       0.00       0.00       0.23       0.03
      3.88       3.20       0.00       0.16       0.00       0.01       0.03       0.00       2.99       0.09       0.01       0.07       0.00       0.00       0.00       0.00       0.34       0.04
      4.90       4.05       0.00       0.20       0.00       0.02       0.04       0.00       3.78       0.12       0.02       0.09       0.00       0.00       0.00       0.00       0.45       0.04
      5.92       4.91       0.00       0.23       0.00       0.02       0.06       0.00       4.58       0.14       0.02       0.11       0.00       0.00       0.00       0.00       0.56       0.05
      6.95       5.76       0.00       0.27       0.00       0.03       0.07       0.00       5.37       0.17       0.02       0.13       0.00       0.00       0.00       0.00       0.67       0.06
      7.98       6.62       0.00       0.30       0.00       0.03       0.08       0.00       6.16       0.20       0.03       0.15       0.00       0.00       0.00       0.00       0.79       0.06
      9.01       7.48       0.00       0.34       0.00       0.03       0.09       0.00       6.96       0.23       0.03       0.18       0.00       0.00       0.00       0.00       0.90       0.07
     10.05       8.35       0.00       0.38       0.00       0.04       0.10       0.00       7.76       0.26       0.03       0.20       0.00       0.00       0.00       0.00       1.01       0.08
     11.08       9.21       0.00       0.41       0.00       0.04       0.11       0.00       8.56       0.29       0.04       0.22       0.00       0.00       0.00       0.00       1.12       0.08
     12.11      10.07       0.00       0.45       0.00       0.04       0.13       0.00       9.37       0.32       0.04       0.24       0.00       0.00       0.00       0.00       1.23       0.09
     13.15      10.94       0.00       0.48       0.00       0.05       0.14       0.00      10.17       0.35       0.04       0.26       0.00       0.00       0.00       0.00       1.34       0.10
     14.18      11.81       0.00       0.52       0.00       0.05       0.15       0.00      10.98       0.37       0.04       0.28       0.00       0.00       0.00       0.00       1.45       0.10
     15.22      12.68       0.00       0.55       0.00       0.05       0.16       0.00      11.79       0.40       0.05       0.31       0.00       0.00       0.00       0.00       1.56       0.11
     16.26      13.55       0.00       0.59       0.00       0.06       0.17       0.00      12.60       0.43       0.05       0.33       0.00       0.00       0.00       0.00       1.67       0.12
     17.31      14.42       0.00       0.62       0.00       0.06       0.18       0.00      13.41       0.46       0.05       0.35       0.00       0.00       0.00       0.00       1.80       0.12
     18.35      15.30       0.00       0.66       0.00       0.06       0.20       0.00      14.22       0.49       0.06       0.37       0.00       0.00       0.00       0.00       1.91       0.13
     19.39      16.17       0.00       0.69       0.00       0.07       0.21       0.00      15.04       0.51       0.06       0.39       0.00       0.00       0.00       0.00       2.01       0.13
     20.44      17.05       0.00       0.73       0.00       0.07       0.22       0.00      15.85       0.54       0.06       0.41       0.00       0.00       0.00       0.00       2.13       0.14
     21.49      17.93       0.00       0.76       0.00       0.07       0.23       0.00      16.67       0.57       0.07       0.43       0.00       0.00       0.00       0.00       2.24       0.15
     22.54      18.82       0.00       0.80       0.00       0.08       0.24       0.00      17.49       0.60       0.07       0.45       0.00       0.00       0.00       0.00       2.35       0.15
     23.59      19.70       0.00       0.83       0.00       0.08       0.25       0.00      18.32       0.63       0.07       0.47       0.00       0.00       0.00       0.00       2.46       0.16
     24.65      20.59       0.00       0.87       0.00       0.08       0.27       0.00      19.14       0.66       0.08       0.49       0.00       0.00       0.00       0.00       2.57       0.17
     25.70      21.47       0.00       0.90       0.00       0.09       0.28       0.00      19.97       0.69       0.08       0.51       0.00       0.00       0.00       0.00       2.68       0.17
     26.76      22.36       0.00       0.94       0.00       0.09       0.29       0.00      20.80       0.71       0.08       0.53       0.00       0.00       0.00       0.00       2.79       0.18
     27.82      23.25       0.00       0.97       0.00       0.09       0.30       0.00      21.63       0.74       0.09       0.56       0.00       0.00       0.00       0.00       2.90       0.18
     28.88      24.15       0.00       1.01       0.00       0.10       0.31       0.00      22.46       0.77       0.09       0.57       0.00       0.00       0.00       0.00       3.01       0.19
     29.94      25.04       0.00       1.04       0.00       0.10       0.32       0.00      23.29       0.80       0.09       0.60       0.00       0.00       0.00       0.00       3.12       0.20
     31.01      25.94       0.00       1.08       0.00       0.10       0.34       0.00      24.13       0.83       0.10       0.62       0.00       0.00       0.00       0.00       3.23       0.20
     32.07      26.84       0.00       1.12       0.00       0.11       0.35       0.00      24.97       0.86       0.10       0.64       0.00       0.00       0.00       0.00       3.34       0.21
     33.15      27.75       0.00       1.15       0.00       0.11       0.36       0.00      25.81       0.89       0.10       0.66       0.00       0.00       0.00       0.00       3.45       0.22
     34.21      28.65       0.00       1.18       0.00       0.11       0.37       0.00      26.65       0.91       0.10       0.68       0.00       0.00       0.00       0.00       3.56       0.22
     35.29      29.55       0.00       1.22       0.00       0.12       0.38       0.00      27.50       0.94       0.11       0.70       0.00       0.00       0.00       0.00       3.67       0.23
     36.36      30.45       0.00       1.25       0.00       0.12       0.39       0.00      28.34       0.97       0.11       0.72       0.00       0.00       0.00       0.00       3.78       0.23
     37.46      31.36       0.00       1.29       0.00       0.12       0.41       0.00      29.19       1.00       0.11       0.74       0.00       0.00       0.00       0.00       3.91       0.24
     38.54      32.27       0.00       1.33       0.00       0.13       0.42       0.00      30.04       1.03       0.12       0.76       0.00       0.00       0.00       0.00       4.02       0.25
     39.62      33.19       0.00       1.36       0.00       0.13       0.43       0.00      30.89       1.06       0.12       0.78       0.00       0.00       0.00       0.00       4.14       0.25
     40.71      34.10       0.00       1.40       0.00       0.14       0.44       0.00      31.74       1.09       0.12       0.80       0.00       0.00       0.00       0.00       4.24       0.26
     41.81      35.02       0.00       1.44       0.00       0.14       0.45       0.00      32.59       1.12       0.13       0.82       0.00       0.00       0.00       0.00       4.37       0.27
     42.89      35.93       0.00       1.47       0.00       0.14       0.47       0.00      33.45       1.15       0.13       0.84       0.00       0.00       0.00       0.00       4.48       0.27
     43.99      36.85       0.00       1.51       0.00       0.15       0.48       0.00      34.30       1.18       0.13       0.86       0.00       0.00       0.00       0.00       4.59       0.28
     45.08      37.78       0.00       1.55       0.00       0.15       0.49       0.00      35.16       1.21       0.14       0.88       0.00       0.00       0.00       0.00       4.70       0.29
     46.18      38.70       0.00       1.58       0.00       0.16       0.50       0.00      36.02       1.24       0.14       0.90       0.00       0.00       0.00       0.00       4.82       0.29
     47.27      39.63       0.00       1.62       0.00       0.16       0.51       0.00      36.89       1.27       0.14       0.92       0.00       0.00       0.00       0.00       4.93       0.30
     48.37      40.55       0.00       1.66       0.00       0.16       0.52       0.00      37.75       1.29       0.15       0.94       0.00       0.00       0.00       0.00       5.04       0.31
     49.48      41.49       0.00       1.70       0.00       0.17       0.54       0.00      38.62       1.32       0.15       0.97       0.00       0.00       0.00       0.00       5.15       0.32
     50.58      42.41       0.00       1.73       0.00       0.17       0.55       0.00      39.48       1.35       0.15       0.99       0.00       0.00       0.00       0.00       5.26       0.32
     51.68      43.34       0.00       1.77       0.00       0.17       0.56       0.00      40.35       1.38       0.16       1.01       0.00       0.00       0.00       0.00       5.37       0.33
     52.78      44.28       0.00       1.81       0.00       0.18       0.57       0.00      41.22       1.41       0.16       1.03       0.00       0.00       0.00       0.00       5.48       0.34
     53.89      45.21       0.00       1.85       0.00       0.18       0.58       0.00      42.09       1.44       0.16       1.05       0.00       0.00       0.00       0.00       5.59       0.34
     54.99      46.15       0.00       1.88       0.00       0.18       0.60       0.00      42.96       1.47       0.17       1.08       0.00       0.00       0.00       0.00       5.69       0.35
     56.10      47.09       0.00       1.92       0.00       0.19       0.61       0.00      43.84       1.50       0.17       1.10       0.00       0.00       0.00       0.00       5.80       0.36
     57.21      48.03       0.00       1.96       0.00       0.19       0.62       0.00      44.71       1.53       0.17       1.12       0.00       0.00       0.00       0.00       5.91       0.36
     58.32      48.97       0.00       2.00       0.00       0.19       0.63       0.00      45.59       1.56       0.18       1.15       0.00       0.00       0.00       0.00       6.02       0.37
     59.43      49.92       0.00       2.03       0.00       0.20       0.64       0.00      46.47       1.59       0.18       1.17       0.00       0.00       0.00       0.00       6.13       0.38
     60.54      50.86       0.00       2.07       0.00       0.20       0.65       0.00      47.35       1.62       0.18       1.19       0.00       0.00       0.00       0.00       6.23       0.38
     61.65      51.81       0.00       2.10       0.00       0.20       0.67       0.00      48.23       1.64       0.19       1.22       0.00       0.00       0.00       0.00       6.34       0.39
     62.76      52.76       0.00       2.14       0.00       0.21       0.68       0.00      49.11       1.67       0.19       1.24       0.00       0.00       0.00       0.00       6.45       0.40
     63.88      53.70       0.00       2.18       0.00       0.21       0.69       0.00      49.99       1.70       0.19       1.27       0.00       0.00       0.00       0.00       6.56       0.41
     64.99      54.65       0.00       2.21       0.00       0.21       0.70       0.00      50.88       1.73       0.20       1.29       0.00       0.00       0.00       0.00       6.66       0.41
     66.12      55.60       0.00       2.25       0.00       0.22       0.71       0.00      51.76       1.76       0.20       1.31       0.00       0.00       0.00       0.00       6.78       0.42
     67.24      56.56       0.00       2.29       0.00       0.22       0.73       0.00      52.65       1.79       0.20       1.34       0.00       0.00       0.00       0.00       6.89       0.43
     68.36      57.51       0.00       2.32       0.00       0.22       0.74       0.00      53.53       1.82       0.21       1.36       0.00       0.00       0.00       0.00       6.99       0.43
     69.49      58.47       0.00       2.36       0.00       0.23       0.75       0.00      54.42       1.85       0.21       1.39       0.00       0.00       0.00       0.00       7.11       0.44
     70.61      59.42       0.00       2.39       0.00       0.23       0.76       0.00      55.31       1.88       0.21       1.42       0.00       0.00       0.00       0.00       7.22       0.45
     71.74      60.38       0.00       2.42       0.00       0.23       0.77       0.00      56.20       1.91       0.22       1.44       0.00       0.00       0.00       0.00       7.33       0.45
     72.86      61.33       0.00       2.46       0.00       0.24       0.78       0.00      57.09       1.94       0.22       1.47       0.00       0.00       0.00       0.00       7.44       0.46
     74.02      62.29       0.00       2.49       0.00       0.25       0.82       0.00      57.98       1.97       0.22       1.49       0.00       0.00       0.00       0.00       7.56       0.46
     75.15      63.25       0.00       2.53       0.00       0.25       0.83       0.00      58.87       2.00       0.23       1.52       0.00       0.00       0.00       0.00       7.67       0.47
     76.28      64.21       0.00       2.57       0.00       0.26       0.85       0.00      59.76       2.03       0.23       1.54       0.00       0.00       0.00       0.00       7.78       0.48
